id,type,geometry,highway,lanes,tunnel,bridge,roundabout,oneway,length,maxspeed,u,v,s_lon,s_lat,e_lon,e_lat,m_lon,m_lat,coordinates
1590,LineString,"LINESTRING (104.076471 30.6789393, 104.075464 30.6793788)",4.0,0,0,0,0,0,107.992,0,2823785859,2823785861,104.076471,30.6789393,104.075464,30.6793788,104.0759675,30.67915905,"[[104.076471, 30.6789393], [104.075464, 30.6793788]]"
1591,LineString,"LINESTRING (104.076471 30.6789393, 104.0764076 30.6788433, 104.0762236 30.6785816, 104.0753497 30.6788926, 104.075464 30.6793788)",6.0,0,0,0,0,0,191.884,0,2823785859,2823785861,104.076471,30.6789393,104.075464,30.6793788,104.07598318,30.678927120000004,"[[104.076471, 30.6789393], [104.0764076, 30.6788433], [104.0762236, 30.6785816], [104.0753497, 30.6788926], [104.075464, 30.6793788]]"
1592,LineString,"LINESTRING (104.076471 30.6789393, 104.0767964 30.6787829, 104.0771257 30.6786248, 104.0789044 30.6777076)",4.0,0,0,0,0,0,270.04900000000004,0,2823785859,4978440954,104.076471,30.6789393,104.0789044,30.6777076,104.077324375,30.678513650000006,"[[104.076471, 30.6789393], [104.0767964, 30.6787829], [104.0771257, 30.6786248], [104.0789044, 30.6777076]]"
1593,LineString,"LINESTRING (104.075464 30.6793788, 104.076471 30.6789393)",4.0,0,0,0,0,0,107.992,0,2823785861,2823785859,104.075464,30.6793788,104.076471,30.6789393,104.0759675,30.67915905,"[[104.075464, 30.6793788], [104.076471, 30.6789393]]"
1594,LineString,"LINESTRING (104.075464 30.6793788, 104.0753497 30.6788926, 104.0762236 30.6785816, 104.0764076 30.6788433, 104.076471 30.6789393)",6.0,0,0,0,0,0,191.884,0,2823785861,2823785859,104.075464,30.6793788,104.076471,30.6789393,104.07598318,30.678927120000004,"[[104.075464, 30.6793788], [104.0753497, 30.6788926], [104.0762236, 30.6785816], [104.0764076, 30.6788433], [104.076471, 30.6789393]]"
1595,LineString,"LINESTRING (104.075464 30.6793788, 104.0759826 30.6806552)",6.0,0,0,0,0,0,150.345,0,2823785861,4978440960,104.075464,30.6793788,104.0759826,30.6806552,104.0757233,30.680017,"[[104.075464, 30.6793788], [104.0759826, 30.6806552]]"
1596,LineString,"LINESTRING (104.075464 30.6793788, 104.0754045 30.6794022, 104.0751917 30.6794934, 104.0744601 30.6797562)",4.0,0,0,1,0,0,104.815,0,2823785861,2041531471,104.075464,30.6793788,104.0744601,30.6797562,104.075130075,30.67950765,"[[104.075464, 30.6793788], [104.0754045, 30.6794022], [104.0751917, 30.6794934], [104.0744601, 30.6797562]]"
1597,LineString,"LINESTRING (104.0547081 30.6571972, 104.0550925 30.6575756)",6.0,0,0,0,0,0,55.878,0,2823798122,1159945485,104.05470809999998,30.6571972,104.0550925,30.6575756,104.0549003,30.6573864,"[[104.0547081, 30.6571972], [104.0550925, 30.6575756]]"
1598,LineString,"LINESTRING (104.0547081 30.6571972, 104.0530596 30.6556747)",6.0,0,0,0,0,0,231.356,0,2823798122,1159149348,104.05470809999998,30.6571972,104.05305959999998,30.6556747,104.05388385,30.65643595,"[[104.0547081, 30.6571972], [104.0530596, 30.6556747]]"
1599,LineString,"LINESTRING (104.0547081 30.6571972, 104.0555208 30.656656, 104.0561239 30.6562544)",4.0,0,0,0,0,0,171.262,0,2823798122,1159945480,104.05470809999998,30.6571972,104.0561239,30.6562544,104.05545093333332,30.65670253333333,"[[104.0547081, 30.6571972], [104.0555208, 30.656656], [104.0561239, 30.6562544]]"
1600,LineString,"LINESTRING (104.0658038 30.6695748, 104.0644593 30.6695363, 104.0631561 30.6695128)",,0,0,0,0,1,253.328,0,2823813240,441187228,104.0658038,30.669574800000003,104.0631561,30.669512800000003,104.06447306666666,30.6695413,"[[104.0658038, 30.6695748], [104.0644593, 30.6695363], [104.0631561, 30.6695128]]"
1601,LineString,"LINESTRING (104.0658038 30.6695748, 104.0657746 30.6704318, 104.065774 30.6705092, 104.0658616 30.670719, 104.0660008 30.6720357)",6.0,0,0,0,0,0,275.745,0,2823813240,3562110274,104.0658038,30.669574800000003,104.0660008,30.6720357,104.06584296,30.670654100000004,"[[104.0658038, 30.6695748], [104.0657746, 30.6704318], [104.065774, 30.6705092], [104.0658616, 30.670719], [104.0660008, 30.6720357]]"
1602,LineString,"LINESTRING (104.0606145 30.6916474, 104.060599 30.6908655)",4.0,0,0,0,0,0,86.956,0,2843286545,2843286549,104.0606145,30.6916474,104.060599,30.6908655,104.06060675,30.69125645,"[[104.0606145, 30.6916474], [104.060599, 30.6908655]]"
1603,LineString,"LINESTRING (104.0606145 30.6916474, 104.0636555 30.6916226)",4.0,0,0,0,0,0,290.79200000000003,0,2843286545,2843286546,104.0606145,30.6916474,104.0636555,30.6916226,104.062135,30.691635,"[[104.0606145, 30.6916474], [104.0636555, 30.6916226]]"
1604,LineString,"LINESTRING (104.0606145 30.6916474, 104.0575794 30.6916936)",4.0,0,0,0,0,0,290.261,0,2843286545,5500904088,104.0606145,30.6916474,104.0575794,30.6916936,104.05909695,30.6916705,"[[104.0606145, 30.6916474], [104.0575794, 30.6916936]]"
1605,LineString,"LINESTRING (104.0636555 30.6916226, 104.0636649 30.6905811)",3.0,0,0,0,0,1,115.813,0,2843286546,1159490040,104.0636555,30.6916226,104.0636649,30.6905811,104.0636602,30.69110185,"[[104.0636555, 30.6916226], [104.0636649, 30.6905811]]"
1606,LineString,"LINESTRING (104.0636555 30.6916226, 104.0606145 30.6916474)",4.0,0,0,0,0,0,290.79200000000003,0,2843286546,2843286545,104.0636555,30.6916226,104.0606145,30.6916474,104.062135,30.691635,"[[104.0636555, 30.6916226], [104.0606145, 30.6916474]]"
1607,LineString,"LINESTRING (104.0574859 30.691694, 104.0575794 30.6916936)",4.0,0,0,0,0,0,8.941,0,2843286547,5500904088,104.0574859,30.691694,104.0575794,30.6916936,104.05753265,30.691693800000003,"[[104.0574859, 30.691694], [104.0575794, 30.6916936]]"
1608,LineString,"LINESTRING (104.0574859 30.691694, 104.0573908 30.6916955, 104.0569004 30.691703, 104.0567686 30.691705)",,0,0,1,0,0,68.59899999999999,0,2843286547,5500904102,104.0574859,30.691694,104.0567686,30.691705,104.057136425,30.691699375,"[[104.0574859, 30.691694], [104.0573908, 30.6916955], [104.0569004, 30.691703], [104.0567686, 30.691705]]"
1609,LineString,"LINESTRING (104.0574859 30.691694, 104.0577894 30.6926779, 104.0578595 30.6953765, 104.0583685 30.6965892, 104.0584012 30.6969292)",4.0,0,0,0,0,0,594.629,0,2843286547,5500904084,104.0574859,30.691694,104.0584012,30.696929200000003,104.0579809,30.69465336,"[[104.0574859, 30.691694], [104.0577894, 30.6926779], [104.0578595, 30.6953765], [104.0583685, 30.6965892], [104.0584012, 30.6969292]]"
1610,LineString,"LINESTRING (104.0591769 30.6908809, 104.060599 30.6908655)",6.0,0,0,0,0,0,135.993,0,2843286548,2843286549,104.0591769,30.6908809,104.060599,30.6908655,104.05988795,30.6908732,"[[104.0591769, 30.6908809], [104.060599, 30.6908655]]"
1611,LineString,"LINESTRING (104.060599 30.6908655, 104.0605835 30.6900817)",4.0,0,0,0,0,0,87.167,0,2843286549,2843286551,104.060599,30.6908655,104.0605835,30.6900817,104.06059125,30.690473600000004,"[[104.060599, 30.6908655], [104.0605835, 30.6900817]]"
1612,LineString,"LINESTRING (104.060599 30.6908655, 104.0606145 30.6916474)",,0,0,0,0,0,86.956,0,2843286549,2843286545,104.060599,30.6908655,104.0606145,30.6916474,104.06060675,30.69125645,"[[104.060599, 30.6908655], [104.0606145, 30.6916474]]"
1613,LineString,"LINESTRING (104.060599 30.6908655, 104.0591769 30.6908809)",6.0,0,0,0,0,0,135.993,0,2843286549,2843286548,104.060599,30.6908655,104.0591769,30.6908809,104.05988795,30.6908732,"[[104.060599, 30.6908655], [104.0591769, 30.6908809]]"
1614,LineString,"LINESTRING (104.0605835 30.6900817, 104.06055 30.6883872)",,0,0,0,0,0,188.447,0,2843286551,1815741566,104.0605835,30.6900817,104.06055,30.6883872,104.06056675,30.68923445,"[[104.0605835, 30.6900817], [104.06055, 30.6883872]]"
1615,LineString,"LINESTRING (104.0605835 30.6900817, 104.060599 30.6908655)",,0,0,0,0,0,87.167,0,2843286551,2843286549,104.0605835,30.6900817,104.060599,30.6908655,104.06059125,30.690473600000004,"[[104.0605835, 30.6900817], [104.060599, 30.6908655]]"
1616,LineString,"LINESTRING (104.0605835 30.6900817, 104.057981 30.6901221, 104.0578939 30.6902119, 104.0577662 30.6904316, 104.0576327 30.6907112, 104.0574315 30.6911296)",,0,0,0,0,0,373.163,0,2843286551,5500904089,104.0605835,30.6900817,104.0574315,30.691129600000004,104.0582148,30.69044801666667,"[[104.0605835, 30.6900817], [104.057981, 30.6901221], [104.0578939, 30.6902119], [104.0577662, 30.6904316], [104.0576327, 30.6907112], [104.0574315, 30.6911296]]"
1617,LineString,"LINESTRING (104.05732 30.6884169, 104.0567184 30.6884062, 104.0566042 30.6883989, 104.0565249 30.6883859)",,0,0,0,0,1,76.208,0,2843286556,8942108993,104.05732,30.6884169,104.0565249,30.6883859,104.056791875,30.688401975,"[[104.05732, 30.6884169], [104.0567184, 30.6884062], [104.0566042, 30.6883989], [104.0565249, 30.6883859]]"
1618,LineString,"LINESTRING (104.05732 30.6884169, 104.0573051 30.6887584, 104.0571768 30.6892124, 104.0572797 30.6892976, 104.057171 30.6894905)",6.0,0,0,0,0,0,127.446,0,2843286556,5500904101,104.05732,30.6884169,104.057171,30.6894905,104.05725052,30.689035160000003,"[[104.05732, 30.6884169], [104.0573051, 30.6887584], [104.0571768, 30.6892124], [104.0572797, 30.6892976], [104.057171, 30.6894905]]"
1619,LineString,"LINESTRING (104.0570324 30.6926156, 104.0570781 30.6929935, 104.0571104 30.6935101, 104.0571305 30.6943075, 104.0571225 30.695202, 104.0571386 30.6954239, 104.057195 30.6957394, 104.0574894 30.6963703)",6.0,0,0,0,0,0,423.734,0,2843286568,2843286575,104.0570324,30.692615600000003,104.0574894,30.6963703,104.0571621125,30.6945202875,"[[104.0570324, 30.6926156], [104.0570781, 30.6929935], [104.0571104, 30.6935101], [104.0571305, 30.6943075], [104.0571225, 30.695202], [104.0571386, 30.6954239], [104.057195, 30.6957394], [104.0574894, 30.6963703]]"
1620,LineString,"LINESTRING (104.0570324 30.6926156, 104.0568604 30.6919812, 104.0567686 30.691705)",,0,0,0,0,0,104.376,0,2843286568,5500904102,104.0570324,30.692615600000003,104.0567686,30.691705,104.05688713333332,30.6921006,"[[104.0570324, 30.6926156], [104.0568604, 30.6919812], [104.0567686, 30.691705]]"
1621,LineString,"LINESTRING (104.0570324 30.6926156, 104.0558483 30.6927842, 104.0551509 30.692881, 104.0546743 30.6929426)",6.0,0,0,0,0,0,228.395,0,2843286568,5314457254,104.0570324,30.692615600000003,104.0546743,30.6929426,104.055676475,30.69280585,"[[104.0570324, 30.6926156], [104.0558483, 30.6927842], [104.0551509, 30.692881], [104.0546743, 30.6929426]]"
1622,LineString,"LINESTRING (104.0574894 30.6963703, 104.0576143 30.6966061, 104.0576752 30.6967794, 104.0576958 30.6969402)",6.0,0,0,0,0,0,66.93,0,2843286575,6235586773,104.0574894,30.6963703,104.0576958,30.6969402,104.057618675,30.696674,"[[104.0574894, 30.6963703], [104.0576143, 30.6966061], [104.0576752, 30.6967794], [104.0576958, 30.6969402]]"
1623,LineString,"LINESTRING (104.0574894 30.6963703, 104.057195 30.6957394, 104.0571386 30.6954239, 104.0571225 30.695202, 104.0571305 30.6943075, 104.0571104 30.6935101, 104.0570781 30.6929935, 104.0570324 30.6926156)",,0,0,0,0,0,423.734,0,2843286575,2843286568,104.0574894,30.6963703,104.0570324,30.692615600000003,104.0571621125,30.6945202875,"[[104.0574894, 30.6963703], [104.057195, 30.6957394], [104.0571386, 30.6954239], [104.0571225, 30.695202], [104.0571305, 30.6943075], [104.0571104, 30.6935101], [104.0570781, 30.6929935], [104.0570324, 30.6926156]]"
1624,LineString,"LINESTRING (104.0574894 30.6963703, 104.0571009 30.696486, 104.0568219 30.6965321, 104.0565918 30.6965434)",6.0,0,0,0,0,0,88.51299999999999,0,2843286575,2843289947,104.0574894,30.6963703,104.0565918,30.6965434,104.057001,30.69648295,"[[104.0574894, 30.6963703], [104.0571009, 30.696486], [104.0568219, 30.6965321], [104.0565918, 30.6965434]]"
1625,LineString,"LINESTRING (104.0576045 30.6882841, 104.0576073 30.6878154)",6.0,0,0,0,0,0,52.118,0,2843286579,2843286580,104.0576045,30.6882841,104.0576073,30.6878154,104.0576059,30.68804975,"[[104.0576045, 30.6882841], [104.0576073, 30.6878154]]"
1626,LineString,"LINESTRING (104.0576045 30.6882841, 104.057728 30.6882806, 104.0583612 30.6882714, 104.0585709 30.6882674)",2.0,0,0,1,0,1,92.43,0,2843286579,2843289904,104.0576045,30.6882841,104.0585709,30.6882674,104.05806615,30.688275875,"[[104.0576045, 30.6882841], [104.057728, 30.6882806], [104.0583612, 30.6882714], [104.0585709, 30.6882674]]"
1627,LineString,"LINESTRING (104.0576073 30.6878154, 104.0576045 30.6882841)",6.0,0,0,0,0,0,52.118,0,2843286580,2843286579,104.0576073,30.6878154,104.0576045,30.6882841,104.0576059,30.68804975,"[[104.0576073, 30.6878154], [104.0576045, 30.6882841]]"
1628,LineString,"LINESTRING (104.0576073 30.6878154, 104.0575898 30.6873832, 104.0576122 30.6870595, 104.0575908 30.6869281, 104.0574013 30.6868253)",6.0,0,0,0,0,0,120.325,0,2843286580,8942111900,104.0576073,30.6878154,104.0574013,30.6868253,104.05756028,30.687202300000006,"[[104.0576073, 30.6878154], [104.0575898, 30.6873832], [104.0576122, 30.6870595], [104.0575908, 30.6869281], [104.0574013, 30.6868253]]"
1629,LineString,"LINESTRING (104.0576073 30.6878154, 104.0574118 30.6877914, 104.0571221 30.6877644, 104.0569367 30.6876833)",6.0,0,0,0,0,0,66.638,0,2843286580,2843286585,104.0576073,30.6878154,104.0569367,30.6876833,104.057269475,30.687763625,"[[104.0576073, 30.6878154], [104.0574118, 30.6877914], [104.0571221, 30.6877644], [104.0569367, 30.6876833]]"
1630,LineString,"LINESTRING (104.0569367 30.6876833, 104.0571221 30.6877644, 104.0574118 30.6877914, 104.0576073 30.6878154)",,0,0,0,0,0,66.638,0,2843286585,2843286580,104.0569367,30.6876833,104.0576073,30.6878154,104.057269475,30.687763625,"[[104.0569367, 30.6876833], [104.0571221, 30.6877644], [104.0574118, 30.6877914], [104.0576073, 30.6878154]]"
1631,LineString,"LINESTRING (104.0569367 30.6876833, 104.0566886 30.6881262, 104.0566172 30.6882711)",3.0,0,0,0,0,1,72.164,0,2843286585,8942111902,104.0569367,30.6876833,104.0566172,30.6882711,104.0567475,30.68802686666667,"[[104.0569367, 30.6876833], [104.0566886, 30.6881262], [104.0566172, 30.6882711]]"
1632,LineString,"LINESTRING (104.0585709 30.6882674, 104.0585497 30.6877013, 104.0585637 30.6872781, 104.0585986 30.6869779, 104.0587522 30.6867108, 104.0588988 30.6864046, 104.0591501 30.6860054, 104.0593316 30.6858133, 104.0596562 30.6856272, 104.0600785 30.6854891)",6.0,0,0,0,0,0,372.068,0,2843289904,2843289913,104.0585709,30.6882674,104.0600785,30.6854891,104.05901502999998,30.68662751,"[[104.0585709, 30.6882674], [104.0585497, 30.6877013], [104.0585637, 30.6872781], [104.0585986, 30.6869779], [104.0587522, 30.6867108], [104.0588988, 30.6864046], [104.0591501, 30.6860054], [104.0593316, 30.6858133], [104.0596562, 30.6856272], [104.0600785, 30.6854891]]"
1633,LineString,"LINESTRING (104.0585709 30.6882674, 104.058609 30.6882667, 104.060791 30.6882423)",2.0,0,0,0,0,1,212.311,0,2843289904,441187491,104.0585709,30.6882674,104.060791,30.6882423,104.05932363333334,30.6882588,"[[104.0585709, 30.6882674], [104.058609, 30.6882667], [104.060791, 30.6882423]]"
1634,LineString,"LINESTRING (104.0600785 30.6854891, 104.0605672 30.685342, 104.0610663 30.6852339, 104.0614503 30.6851469, 104.0617616 30.6850155)",,0,0,0,0,0,169.863,0,2843289913,441187404,104.0600785,30.6854891,104.0617616,30.6850155,104.06098477999998,30.68524548,"[[104.0600785, 30.6854891], [104.0605672, 30.685342], [104.0610663, 30.6852339], [104.0614503, 30.6851469], [104.0617616, 30.6850155]]"
1635,LineString,"LINESTRING (104.0600785 30.6854891, 104.0596562 30.6856272, 104.0593316 30.6858133, 104.0591501 30.6860054, 104.0588988 30.6864046, 104.0587522 30.6867108, 104.0585986 30.6869779, 104.0585637 30.6872781, 104.0585497 30.6877013, 104.0585709 30.6882674)",6.0,0,0,0,0,0,372.068,0,2843289913,2843289904,104.0600785,30.6854891,104.0585709,30.6882674,104.05901503,30.686627510000005,"[[104.0600785, 30.6854891], [104.0596562, 30.6856272], [104.0593316, 30.6858133], [104.0591501, 30.6860054], [104.0588988, 30.6864046], [104.0587522, 30.6867108], [104.0585986, 30.6869779], [104.0585637, 30.6872781], [104.0585497, 30.6877013], [104.0585709, 30.6882674]]"
1636,LineString,"LINESTRING (104.0600785 30.6854891, 104.0602033 30.6857128, 104.0604202 30.6861026, 104.0605359 30.6862601, 104.0607915 30.686455, 104.0610856 30.6866374, 104.0613122 30.6866789, 104.0617461 30.6866789, 104.0618666 30.6867204, 104.0621656 30.6869903)",5.0,0,0,0,0,0,281.203,0,2843289913,2852228203,104.0600785,30.6854891,104.0621656,30.6869903,104.06102055,30.68637255,"[[104.0600785, 30.6854891], [104.0602033, 30.6857128], [104.0604202, 30.6861026], [104.0605359, 30.6862601], [104.0607915, 30.686455], [104.0610856, 30.6866374], [104.0613122, 30.6866789], [104.0617461, 30.6866789], [104.0618666, 30.6867204], [104.0621656, 30.6869903]]"
1637,LineString,"LINESTRING (104.0673334 30.6827855, 104.0675352 30.6832029)",4.0,0,0,0,0,0,50.265,0,2843289926,2843289939,104.0673334,30.6827855,104.0675352,30.6832029,104.0674343,30.682994200000003,"[[104.0673334, 30.6827855], [104.0675352, 30.6832029]]"
1638,LineString,"LINESTRING (104.0673334 30.6827855, 104.0664801 30.6831177, 104.0657366 30.6833008, 104.065398 30.6833068, 104.0652409 30.6833428, 104.0647558 30.6835139, 104.0642706 30.68367, 104.0635097 30.6839522, 104.0626859 30.6843364, 104.0623928 30.6845369, 104.0622252 30.6846516, 104.0618426 30.6849519)",4.0,0,0,0,0,0,585.826,0,2843289926,6224262555,104.0673334,30.6827855,104.0618426,30.6849519,104.06432263333336,30.683788875,"[[104.0673334, 30.6827855], [104.0664801, 30.6831177], [104.0657366, 30.6833008], [104.065398, 30.6833068], [104.0652409, 30.6833428], [104.0647558, 30.6835139], [104.0642706, 30.68367], [104.0635097, 30.6839522], [104.0626859, 30.6843364], [104.0623928, 30.6845369], [104.0622252, 30.6846516], [104.0618426, 30.6849519]]"
1639,LineString,"LINESTRING (104.0673334 30.6827855, 104.068536 30.6822291, 104.0690099 30.6820432, 104.0692026 30.68195, 104.0694685 30.6819175)",4.0,0,0,0,0,0,227.224,0,2843289926,2843289930,104.0673334,30.6827855,104.0694685,30.6819175,104.06871008,30.68218506,"[[104.0673334, 30.6827855], [104.068536, 30.6822291], [104.0690099, 30.6820432], [104.0692026, 30.68195], [104.0694685, 30.6819175]]"
1640,LineString,"LINESTRING (104.0694685 30.6819175, 104.0693596 30.6811455, 104.0692427 30.6804906, 104.0691981 30.6802394, 104.0691598 30.6800783, 104.0691156 30.6799389, 104.0690996 30.6799019)",2.0,2,0,1,0,1,227.144,0,2843289930,288416386,104.0694685,30.6819175,104.0690996,30.6799019,104.06923484285711,30.6805303,"[[104.0694685, 30.6819175], [104.0693596, 30.6811455], [104.0692427, 30.6804906], [104.0691981, 30.6802394], [104.0691598, 30.6800783], [104.0691156, 30.6799389], [104.0690996, 30.6799019]]"
1641,LineString,"LINESTRING (104.0694685 30.6819175, 104.0692026 30.68195, 104.0690099 30.6820432, 104.068536 30.6822291, 104.0673334 30.6827855)",4.0,0,0,0,0,0,227.224,0,2843289930,2843289926,104.0694685,30.6819175,104.0673334,30.6827855,104.06871008,30.68218506,"[[104.0694685, 30.6819175], [104.0692026, 30.68195], [104.0690099, 30.6820432], [104.068536, 30.6822291], [104.0673334, 30.6827855]]"
1642,LineString,"LINESTRING (104.0684143 30.6849821, 104.070004 30.6847522)",4.0,0,0,0,0,0,154.15200000000002,0,2843289931,4572410255,104.0684143,30.6849821,104.070004,30.6847522,104.06920915,30.68486715,"[[104.0684143, 30.6849821], [104.070004, 30.6847522]]"
1643,LineString,"LINESTRING (104.0684143 30.6849821, 104.0675352 30.6832029)",4.0,0,0,0,0,0,214.958,0,2843289931,2843289939,104.0684143,30.6849821,104.0675352,30.6832029,104.06797475,30.6840925,"[[104.0684143, 30.6849821], [104.0675352, 30.6832029]]"
1644,LineString,"LINESTRING (104.0684143 30.6849821, 104.0680359 30.6850433, 104.0678986 30.6850854, 104.0677893 30.6851756, 104.0676921 30.6853, 104.0675397 30.6855286, 104.0671503 30.6864377)",4.0,0,0,0,0,0,218.937,0,2843289931,1159486373,104.0684143,30.6849821,104.0671503,30.6864377,104.0677886,30.68536467142857,"[[104.0684143, 30.6849821], [104.0680359, 30.6850433], [104.0678986, 30.6850854], [104.0677893, 30.6851756], [104.0676921, 30.6853], [104.0675397, 30.6855286], [104.0671503, 30.6864377]]"
1645,LineString,"LINESTRING (104.0675352 30.6832029, 104.0673334 30.6827855)",4.0,0,0,0,0,0,50.265,0,2843289939,2843289926,104.0675352,30.6832029,104.0673334,30.6827855,104.0674343,30.682994200000003,"[[104.0675352, 30.6832029], [104.0673334, 30.6827855]]"
1646,LineString,"LINESTRING (104.0675352 30.6832029, 104.0684143 30.6849821)",4.0,0,0,0,0,0,214.958,0,2843289939,2843289931,104.0675352,30.6832029,104.0684143,30.6849821,104.06797475,30.6840925,"[[104.0675352, 30.6832029], [104.0684143, 30.6849821]]"
1647,LineString,"LINESTRING (104.0675352 30.6832029, 104.0653571 30.6841603, 104.0652922 30.6843612, 104.065223 30.6845355, 104.0648355 30.6848043, 104.064218 30.6851836, 104.0636487 30.6856457, 104.0632792 30.6860726)",6.0,0,0,0,0,0,531.788,0,2843289939,6224262550,104.0675352,30.6832029,104.0632792,30.686072600000003,104.0649236125,30.6847457625,"[[104.0675352, 30.6832029], [104.0653571, 30.6841603], [104.0652922, 30.6843612], [104.065223, 30.6845355], [104.0648355, 30.6848043], [104.064218, 30.6851836], [104.0636487, 30.6856457], [104.0632792, 30.6860726]]"
1648,LineString,"LINESTRING (104.0576284 30.7007715, 104.0577416 30.7005639, 104.0578925 30.7001617, 104.0579302 30.6998244, 104.0578246 30.6986048, 104.0577064 30.6972003)",6.0,0,0,0,0,0,402.737,0,2843289945,4549993355,104.0576284,30.7007715,104.0577064,30.6972003,104.05778728333333,30.699521099999995,"[[104.0576284, 30.7007715], [104.0577416, 30.7005639], [104.0578925, 30.7001617], [104.0579302, 30.6998244], [104.0578246, 30.6986048], [104.0577064, 30.6972003]]"
1649,LineString,"LINESTRING (104.0565918 30.6965434, 104.0566543 30.6969222)",6.0,0,0,0,0,0,42.543,0,2843289947,2843289948,104.0565918,30.6965434,104.0566543,30.6969222,104.05662305,30.6967328,"[[104.0565918, 30.6965434], [104.0566543, 30.6969222]]"
1650,LineString,"LINESTRING (104.0565918 30.6965434, 104.0565586 30.6964821)",,0,0,0,0,0,7.519,0,2843289947,5500904120,104.0565918,30.6965434,104.0565586,30.6964821,104.0565752,30.69651275,"[[104.0565918, 30.6965434], [104.0565586, 30.6964821]]"
1651,LineString,"LINESTRING (104.0565918 30.6965434, 104.0568219 30.6965321, 104.0571009 30.696486, 104.0574894 30.6963703)",6.0,0,0,0,0,0,88.51299999999999,0,2843289947,2843286575,104.0565918,30.6965434,104.0574894,30.6963703,104.057001,30.69648295,"[[104.0565918, 30.6965434], [104.0568219, 30.6965321], [104.0571009, 30.696486], [104.0574894, 30.6963703]]"
1652,LineString,"LINESTRING (104.0566543 30.6969222, 104.0565918 30.6965434)",6.0,0,0,0,0,0,42.543,0,2843289948,2843289947,104.0566543,30.6969222,104.0565918,30.6965434,104.05662305,30.6967328,"[[104.0566543, 30.6969222], [104.0565918, 30.6965434]]"
1653,LineString,"LINESTRING (104.0566543 30.6969222, 104.0576958 30.6969402)",2.0,0,0,0,0,1,99.602,0,2843289948,6235586773,104.0566543,30.6969222,104.0576958,30.6969402,104.05717505,30.6969312,"[[104.0566543, 30.6969222], [104.0576958, 30.6969402]]"
1654,LineString,"LINESTRING (104.0467669 30.6996492, 104.0476946 30.7001762)",,0,0,0,0,0,106.308,0,2843294150,1159225746,104.0467669,30.6996492,104.0476946,30.7001762,104.04723075,30.6999127,"[[104.0467669, 30.6996492], [104.0476946, 30.7001762]]"
1655,LineString,"LINESTRING (104.0467669 30.6996492, 104.0482455 30.6975288)",6.0,0,0,0,0,0,274.914,0,2843294150,2843294151,104.0467669,30.6996492,104.0482455,30.6975288,104.0475062,30.698589,"[[104.0467669, 30.6996492], [104.0482455, 30.6975288]]"
1656,LineString,"LINESTRING (104.0467669 30.6996492, 104.046043 30.6992556, 104.0458433 30.6991514)",6.0,0,0,0,0,0,104.224,0,2843294150,1339701401,104.0467669,30.6996492,104.0458433,30.6991514,104.04621773333334,30.699352066666663,"[[104.0467669, 30.6996492], [104.046043, 30.6992556], [104.0458433, 30.6991514]]"
1657,LineString,"LINESTRING (104.0482455 30.6975288, 104.0467669 30.6996492)",6.0,0,0,0,0,0,274.914,0,2843294151,2843294150,104.0482455,30.6975288,104.0467669,30.6996492,104.0475062,30.698589,"[[104.0482455, 30.6975288], [104.0467669, 30.6996492]]"
1658,LineString,"LINESTRING (104.0482455 30.6975288, 104.0491147 30.6980568)",6.0,0,0,0,0,0,101.754,0,2843294151,2843294153,104.0482455,30.6975288,104.0491147,30.698056800000003,104.0486801,30.6977928,"[[104.0482455, 30.6975288], [104.0491147, 30.6980568]]"
1659,LineString,"LINESTRING (104.0482455 30.6975288, 104.0479453 30.697362)",6.0,0,0,0,0,0,34.174,0,2843294151,2843294152,104.0482455,30.6975288,104.0479453,30.697362,104.0480954,30.6974454,"[[104.0482455, 30.6975288], [104.0479453, 30.697362]]"
1660,LineString,"LINESTRING (104.0479453 30.697362, 104.0482455 30.6975288)",6.0,0,0,0,0,0,34.174,0,2843294152,2843294151,104.0479453,30.697362,104.0482455,30.6975288,104.0480954,30.6974454,"[[104.0479453, 30.697362], [104.0482455, 30.6975288]]"
1661,LineString,"LINESTRING (104.0491147 30.6980568, 104.0482455 30.6975288)",6.0,0,0,0,0,0,101.754,0,2843294153,2843294151,104.0491147,30.698056800000003,104.0482455,30.6975288,104.0486801,30.6977928,"[[104.0491147, 30.6980568], [104.0482455, 30.6975288]]"
1662,LineString,"LINESTRING (104.0491147 30.6980568, 104.0487621 30.6982083, 104.0485053 30.6984057, 104.0482872 30.6986495, 104.0480626 30.6989964, 104.047819 30.6994079, 104.0477037 30.6998222, 104.0476946 30.7001762)",,0,0,0,0,0,287.058,0,2843294153,1159225746,104.0491147,30.698056800000003,104.0476946,30.7001762,104.04824365,30.698965375,"[[104.0491147, 30.6980568], [104.0487621, 30.6982083], [104.0485053, 30.6984057], [104.0482872, 30.6986495], [104.0480626, 30.6989964], [104.047819, 30.6994079], [104.0477037, 30.6998222], [104.0476946, 30.7001762]]"
1663,LineString,"LINESTRING (104.0491147 30.6980568, 104.0494231 30.6980216, 104.0504564 30.6980189)",4.0,0,0,0,0,0,128.54399999999998,0,2843294153,5218240020,104.0491147,30.698056800000003,104.0504564,30.6980189,104.04966473333332,30.69803243333333,"[[104.0491147, 30.6980568], [104.0494231, 30.6980216], [104.0504564, 30.6980189]]"
